Link,Approx Cost,Origin Country,Sale Country,Manufacturer,Brand,Model Year,Body Type,Additional Type,Weight,Gear box,Power (hp),Torque (Nm),Fuel Econ (L/100km),Fuel Econ (km/L),Performance 0-100 kph (sec),Top speed (kph),Overview
https://www.drivearabia.com/carprices/uae/brilliance/brilliance-h530/2018/,"AED 27,200 - 28,600",China,uae,Brilliance,H530,2018,Compact Sedan,4-door sedan,1290 - 1340,5A,118,151,7.1,14.1,11.5-12.0,180,"The Brilliance H530 is the Chinese company's compact sedan offering, featuring a 1.6-litre 4-cylinder Mitsubishi engine mated to a 5-speed automatic. The design was penned by Italy's Pininfarina. The front-wheel drive H530 is available in two variants, called Comfort and Deluxe. The Comfort model gets standard features such as power steering, power mirrors, power windows, central locking with remote key, fabric seats, single CD player with MP3/USB/AUX support, manual A/C, rear sensors and 15-inch alloy wheels. The Deluxe model gets leather seats, keyless start and keyless entry system, digital A/C, sunroof and 16-inch alloy wheels. Standard safety features include driver and passenger front-airbags, ABS and electronic brake distribution, and traction control. The Deluxe model gets side airbags as well. "
https://www.drivearabia.com/carprices/uae/skoda/skoda-superb/2017/,"AED 63,400 - 63,400 (2.0T)",Czech Republic,uae,Skoda,Superb,2017,Premium Midsize Liftback / Wagon,"5-door liftback, 5-door wagon",1546 - 1740,6AM,200,280,7.9,12.7,7.8,235,"Based on a stretched version of the latest 'B6' Passat platform, the redesigned Skoda Superb is a 5-door liftback sedan, with an innovative tailgate that can open as a regular sedan boot or as a full liftback boot, known as 'Twin-Door.' A traditional station-wagon joined the range in 2012. Various VW-derived engines are available, although the only engines available for the GCC, from 2012, is the 2.0-litre turbo 4-cylinder and front-wheel-drive for the wagon, and a 3.6-litre V6 and all-wheel-drive for the sedan. Both are mated to a 6-speed ""DSG"" automanual. The Superb 2.0 TSI wagon is available with power windows, electric mirrors, keyless entry, 17-inch alloy wheels, cruise control, sunroof, CD/MP3 stereo with six-disc CD changer and a 6.5-inch touchscreen, SD card and AUX inputs, automatic climate-control a/c, and a choice of upholstery. The Superb 3.6 sedan adds various other luxuries, such as a 12-speaker sound system, 18-inch alloys, standard leather interior and more. Available features include a Bluetooth phone, pull-up rear sun blinds, parking sensors with visual aid and a 'Park Assist' automatic parallel-parking system. Safety features include nine airbags, stability control and ABS. The Superb may not be available in all markets in the GCC. "
https://www.drivearabia.com/carprices/uae/mercedes-benz/mercedes-benz-s-63-amg/2009/,"AED 133,700 - 145,900",Germany,uae,Mercedes-Benz,S 63 AMG,2009,Luxury Large Sedan,4-door long sedan,2170,7A,525,630,14.5,6.9,4.6,250*,"This generation of the S-Class is among the top-selling luxury cars in the Middle East thanks to its mix of luxury and road presence. The S 63 AMG came by 2008. It gets the 6.2-litre V8 engine, mated to a 7-speed automatic transmission. The new model features new steps in road safety with the second generation of the PRE-SAFE occupant protection system that predicts accidents and prepares the car's occupants for the crash by initiating safety measures such as pre-tensioning seatbelts, raising seat backs to the optimum position and even closing the sunroof. In addition, it also has optional Night View Assist which is an advanced after-dark vision system. Other features include enhanced COMAND system with 8-inch display and a controller on the centre console, Airmatic adaptive suspension and adaptive brake lights. Also features such as a reversing camera, AMG bodykit and AMG light-alloy wheels are included. "
https://www.drivearabia.com/carprices/uae/mercedes-benz/mercedes-benz-c-class/2004/,"AED 10,500 - 30,100",Germany,uae,Mercedes-Benz,C-Class,2004,Premium Compact Sedan,"3-door hatchback, 4-door sedan, 5-door wagon",1465 - 1635,6M/5A,122,190,8.5-9.0,11.8,11.4-12.0,205,"Updated mildly for 2005 with a facelift and some new engines. Available as a saloon, wagon or sports coup̩, the C-Class range has something to suit every individual. Featuring a wide range of engines that just confuses the average consumer, the C-Class can be optioned out as a bare commuter car or a beefy sports car. The optional Sports Edition package offers attractive suspension and cosmetic add-ons to any model. Starting off the line-up is the 1.8-litre. Next are three supercharged 1.8-litre engines, at different states of tune, and available as either a sports coupe, sedan or wagon, also depending on model year. The 2.6-litre is also available, as is a 3.2-litre, both V6. The V6 models can also be had with all-wheel-drive, but only in sedan and wagon form. The supercharged 3.2-litre C 32 AMG comes in sedan form only, as the wagon wasn't offered here. Many of the lower models are offered with a manual gearbox in addition to the automatic, though dealers were hesitant to bring any over. There are also diesel models that are not really promoted in this region. All cars come with a full set of safety features, though many luxury features are optional on the base models. "
https://www.drivearabia.com/carprices/uae/bmw/bmw-3-series-coupe/2011/,"AED 41,000 - 42,100 (320i)",Germany,uae,BMW,3-Series Coupe,2011,Premium Compact Coupe,2-door coupe,1465 - 1615,7A,170,210,6.8,14.7,8.8,228,"The 5th-generation 3-Series coupe was introduced in 2007 in its current iteration, but received a facelift as well as new engines for 2010. Models currently available in some, but not all, GCC countries include the 320i with higher-tuned 2.0-litre 4-cylinder, the 325i with a 2.5-litre 6-cylinder, the sharp 330i with a 3.0-litre 6-cylinder and the hyper 335i with a 3.0-litre turbo 6-cylinder engine. They all came in 7-speed dual-clutch automanual transmissions. Manual models are not actively imported by many GCC dealers. All cars come equipped with keyless entry, cloth or leather upholstery, manual or powered front seats, electric mirrors, power windows, CD stereo and optional sunroof. The optional iDrive computer is available on all models, as are active steering, HID headlights, and alloy wheels in various sizes. All cars get multiple front and side airbags, stability control, ABS and great rear-wheel-drive handling characteristics. "
https://www.drivearabia.com/carprices/uae/saab/saab-9-7x/2008/,"AED 170,000 - 180,000",Sweden,uae,Saab,9-7X,2008,Premium Midsize SUV,5-door wagon,2145 - 2173,4A,290,374,13.1,7.6,8.2,172*,"The 9-7X is an American-sourced 4WD derived undeniably from the Chevrolet Trailblazer, although Saab tries hard to integrate typical Saab traits into it, such as the aircraft-like front end, sportier driving dynamics, and the ignition in the lower center console like in all the Swedish sedans. The 9-7X features standard automatic all-wheel drive, a 4.2-litre inline-6 or a 5.3-litre V8, and a four-speed automatic transmission. Features, standard or optional, 18-inch alloy wheels, Xenon headlamps, trailer-hitch wiring harness, headlamp washers, power windows and mirrors, optional moonroof, leather seats, adjustable pedals, wood-effect trim, leather steering wheel with audio controls, driver information centre, power door locks, remote keyless entry, cruise control, theft deterrent system, dual zone auto climate control, AM/FM stereo with 6-CD in-dash changer, Bose speaker audio system, rear seat audio controls, limited slip differential, sport-tuned chassis, and a tool kit. Safety features include front dual airbags, front side-curtain airbags, rollover sensor, 3-point seatbelts for all seating positions, ABS brakes and stability control. "
https://www.drivearabia.com/carprices/uae/ford/ford-crown-victoria/2006/,"AED 8,700 - 10,800",United States,uae,Ford,Crown Victoria,2006,Large Sedan,4-door sedan,1867 - 1876,4A,224,368,11.3,8.8,9.3,200,"A throwback to 50 years ago, the Ford Crown Victoria is a full-size sedan, cheap to buy, and as dull as a doormat in most cases. But Ford's largest sedan still has many virtues, including affordable V8 performance, rear-wheel-drive handling and tons of room. The Crown Victoria's passenger and cargo room is comparable to many 4WDs. The Crown Victoria is popular for its safety, roominess, pleasant ride quality, quiet interior, simple controls and massive road presence. Ford substantially updated the Crown Victoria back in 2003. A stiffer chassis provided front frame sections designed to better absorb crash energy. Handling precision was improved, thanks to more precise rack-and-pinion steering and an extensive redesign of the front and rear suspension. In 2004, Ford has made changes to the transmission for better acceleration. Powered by a 4.6-litre V8, the base Crown Victoria comes standard with ABS, power windows, power door locks, power mirrors, an eight-way power adjustable driver's seat, tilt steering wheel, cruise control, and more. An optional sports package bumps up the horsepower and adds firmer suspension. "
https://www.drivearabia.com/carprices/uae/chevrolet/chevrolet-camaro-convertible/2019/,"AED 89,600 - 90,000 (V6 1LT)",United States,uae,Chevrolet,Camaro Convertible,2019,Premium Sports Convertible,2-door coupe,1650 - 1800,6M/8A,275,400,n/a,n/a,5.4-5.5,250,"An all-new Chevrolet Camaro Convertible was launched for the 2017 model year. While the exterior may not be that different from the previous generation, under the hood the 3.6-litre V6 and 6.2-litre V8 engines have been upgraded with more power. The 2019 Chevrolet Camaro Convertible got a facelift and some interior upgrades. It can be had with either a 6-speed manual or an 8-speed automatic transmission. Standard features on the 2019 Chevrolet Camaro Convertible include air conditioning, power windows and lock, and keyless entry. Available features include heads-up display, sunroof and the MyLink entertainment system which includes touchscreen navigation. Standard rims include 18-inch wheels for the V6 and 4-cylinder, and 20-inch ones for the V8. Safety features on the 2019 Chevrolet Camaro Convertible include front airbags, side airbags, ABS and stability control. "
https://www.drivearabia.com/carprices/uae/suzuki/suzuki-apv/2012/,"AED 13,200 - 14,600",Indonesia,uae,Suzuki,APV,2012,Midsize Minivan,5-door wagon,1140,5M/4A,91,127,8.1,12.3,17.8,140,"The budget APV multi-purpose people carrier has a name that stands for All-Purpose Vehicle and offers up to eight seats or a panel-van body. That makes the APV one of the few passenger vehicles sold here that have more than seven seats. Built on a ladder frame chassis, the APV is supposed to be tough and affordable. It is designed in Japan and assembled in Indonesia. Although production costs were kept low, Suzuki engineers tried not to cut corners when it came to safety. The APV has Suzuki's proprietary TECT body, which is a structural design that's supposed to redirect collision energy away from occupants. The doors are reinforced with side impact beams and there are two front airbags that come as standard. Externally, the APV looks clean and distinctive in an oddball kind of way. It's dimensions translate into a roomy interior, but having eight adults in the APV is possible for average-sized people who just manage to fit. Luggage space is limited with the third-row seats up, but can be expanded by folding the rear seats forward, which then liberates enough space to allow you to transport something as big as a washing machine. Available features include rear air-conditioning, power windows, electric mirrors, central locking with remote control, 15-inch alloy wheels and a 1.6-litre engine with either a manual or an automatic. "
https://www.drivearabia.com/carprices/uae/volvo/volvo-v50/2011/,"AED 13,100 - 18,800",Sweden,uae,Volvo,V50,2011,Premium Compact Wagon,5-door wagon,1294 - 1389,5M,100,150,7.4,13.5,11.9,185,"The compact V50 wagon and its S40 sedan sibling are based on the same front-wheel-drive platform as the Mazda 3 and the Ford Focus, all of which come under the Ford umbrella. Yet Volvo claims that the V50 is a true Volvo, asserting unique premium features only found in the Volvo. The V50 is an obviously small car, but it looks a lot like its larger siblings with its signature new-age-Volvo styling. There are three engine choices, all of them the corporate oddball five-cylinder, except for the base 1.6-litre four-cylinder with manual gearbox. The range includes a basic 2.4-litre and a higher-tuned 2.4-litre, all offered with automatic with tiptronic in this region. Markets outside this region get all-wheel-dive models too. The interior has an ultra-slim centre console that seems to be free-floating, with extra storage space behind it. The safety package includes a patented zonal front structure using differing strengths of high-strength steel to disperse force away from passengers in a crash. Dual front airbags, SIPS side impact protection, curtain airbags and WHIPS whiplash protection are all standard. "
https://www.drivearabia.com/carprices/uae/peugeot/peugeot-partner/2019/,"AED 31,200 - 31,300",France,uae,Peugeot,Partner,2019,Commercial Compact Van,5-door van,1125 - 1272,5M,110,150,7.1,14.1,10.9,170,"The Partner is a small workvan that is convenient for quick deliveries and useful for small establishments. It comes in two different lengths. In 2019, a new generation model came out . It is capable of a 650 kg payload. All the models are powered by a 1.6-litre 4-cylinder, both mated to a 5-speed manual and front-wheel-drive. All models offer power steering with tilt adjustment, radio with USB, AUX and Bluetooth, manual a/c and single-side sliding door. Safety features include 2 airbags in the front, ABS, EBD, ESC tire pressure monitor, hill assist and rear parking sensors. "
https://www.drivearabia.com/carprices/uae/mercedes-benz/mercedes-benz-e-class/2019/,"AED 128,600 - 144,400 (E200)",Germany,uae,Mercedes-Benz,E-Class,2019,Luxury Midsize Sedan,4-door sedan,1605 - 1830,9A,184,300,5.9,16.9,7.7,240,"An all-new Mercedes-Benz E-Class sedan made its debut as a 2017 model year. No changes were made for the 2019 model year. It has four models - the E200, E250, E300 which get the 2.0-litre turbocharged 4-cylinder engine and the all-wheel drive E400 which gets the 4.0-litre turbocharged V6 motor. All models get the 9-speed automatic transmission. Inside, most dashboard buttons have been replaced by a screen which can be accessed via a rotary controller or an optional touchpad.  For the first time, air suspension is now offered. Standard safety features include multiple airbags, stability control and traction control. Various optional safety systems include Active Parking Assist, Adaptive Highbeam Assist Plus, Traffic Sign Assist with Wrong-Way Alert, Drive Pilot and Evasive Steering Assist. "
https://www.drivearabia.com/carprices/uae/bmw/bmw-1-series/2014/,"AED 28,800 - 37,200 (116i)",Germany,uae,BMW,1-Series,2014,Premium Sub-Compact Hatchback,5-door hatchback,1385 - 1520,6A,136,220,5.6-5.8,17.9,9.1,210,"The 1-Series is the smallest range in BMW's line-up. Completely redesigned for 2012, it remains the only vehicle in its class featuring rear-wheel-drive and is offered in the GCC as a 5-door hatchback alongside the older-generation 1-Series coupe and convertible that carried on into the 2012 model year. Petrol versions now include the 1.6-litre 116i, the 2.0-litre 118i and the turbocharged 2.0-litre 125i, although all models are not offered in all GCC markets. All models come with a choice of 6-speed transmissions, both manual or automatic, although only the automatic version is offered here. An M 135i model was offered from 2013, in 5-door form, with a 3.0-litre turbocharged 4-cylinder and a choice of 6-speed manual or 8-speed automatic. While the hatchback was completely redesigned for 2012, the coupe and convertible continued unchanged for one more year. To differentiate the sub-models, BMW offers Sport Line and Urban Line models which differ by alloy wheels, kidney grille and other appearance-related features. All trims come standard with common power accesories, cloth or leather upholstery, front and side airbags, stability control and ABS, alongside various optional features such as HID headlights, ""active"" steering, stereo choices and various wheel sizes. BMW claims to have improved cabin materials from the last 1 series. All models are equipped with start-stop and a/c as standard. Higher trims will include a 8.8-inch LCD monitor and Bluetooth hands-free with USB connectivity. BMW's Drive Performance Control is standard on all models. Drive Performance Control allows the driver to select one of four modes. These include Comfort, Sport, Sport+, and ECO PRO. ECO PRO aims to save fuel by adjusting throttle response to encourage slower acceleration and by limiting the use of accessories like air-conditioning, heated mirrors and seats. "
https://www.drivearabia.com/carprices/uae/ssangyong/ssangyong-rexton/2013/,"AED 21,000 - 23,300",South Korea,uae,Ssangyong,Rexton,2013,Midsize SUV,5-door wagon,"1879 - 
    2045",5A,220,312,15.5,6.5,11.8,190,"The Rexton II is the latest version Ssangyong's attractive original Rexton. It was launched in the Middle East alongside two other now-defunct 4WDs back in 2002, and has survived with a facelift for 2007. The five-door Rexton can seat up to seven people and comes with a host of features. The most significant of these is the 3.2-litre inline-six engine built under license from Mercedes-Benz, based on a ten-year-old design. The engine is mated to a five-speed automatic with manual shift capability, and power reaches the road through a four-wheel-drive system that even includes low-range gearing. Available features include cloth or leather upholstery, fake wood trim, alloy wheels, CD player, keyless entry, power windows, cruise control and more. Safety features include dual front airbags with available side bags. The four-wheel disc brakes are assisted by ABS with Automatic Braking Differential, while traction control is also available. "
https://www.drivearabia.com/carprices/uae/toyota/toyota-land-cruiser/2017/,"AED 111,700 - 119,600 (4.0L EXR)",Japan,uae,Toyota,Land Cruiser,2017,Premium Large SUV,5-door wagon,2415 - 2650,5M/5A,271,385,12.9-13.4,7.8,10.0-11.0,200*,"The Toyota Land Cruiser got a makeover for its 2016 model year. It remains the same for the 2017 model year. Engine choices include a 4.0-litre ""Dual VVT-i"" V6 with either a 5-speed manual or a 5-speed auto, a 4.6-litre ""Dual VVT-i"" V8 with a 6-speed auto, and a 5.7-litre version with an 8-speed automatic. In 2017, Saudi Arabia started offering a 4.5-litre V8 turbo-diesel model as well. The Land Cruiser can transport as many as eight or nine passengers with its variable seating configurations. In the UAE, there are three trim levels, namely EXR, GXR and VXR. The KSA market has GX, GXR and VXR trims, with further variants within them. Available features include power windows and mirrors, cruise control, sunroof, 18-inch alloys on lower models, standard smart keyless entry with start/stop button, standard parking sensors with optional dealer-installed rear camera, multi-information display, optional cooler box, three rows of seats, optional four-zone climate control, optional dealer-installed leather, standard CD/MP3 stereo with CD changer, optional rear DVD screens, and Bluetooth among other items. Further available features include bi-xenon headlights with integrated LEDs, a front chin spoiler and extra chrome trim on some GXR and all VXR models, with 20-inch wheels and more on V8 models. Higher models get navigation, crawl control with tight-turn assist, factory leather, adaptive cruise, four-camera view and a multi-terrain selection system.  In some GCC countries a special edition VXS model was available in 2017, which had a JBL audio system, wireless charging, rear entertainment system with wireless headphones, and diamond stitched leather seats. Dual front airbags and ABS are standard, with side-curtain airbags available on all but the most basic models, while knee airbags and stability control with hill-assist are available on V8 models only. "
https://www.drivearabia.com/carprices/uae/kia/kia-cadenza/2015/,"AED 32,000 - 47,000",South Korea,uae,Kia,Cadenza,2015,Large Sedan,4-door sedan,1703,6A,286,338,9.4,10.6,7.2,230,"The Cadenza has been redesigned for the 2014 model year. However, in the GCC it still comes with the same 3.5-litre ""MPI"" V6 and a 6-speed automatic gearbox from the previous model. Features, standard or otherwise, include a CD/MP3 stereo with six JBL speakers and iPod/USB support, 6-disc CD changer, cloth or leather upholstery, power front seats, intelligent keyless entry with starter button, HID headlights, fake wood grain, fog lamps, power windows, electric mirrors, immobilizer, 17-inch or 19-inch alloy wheels, dual-zone automatic a/c, panoramic glass roof, electric rear curtains, auto-dimming mirror, rain-sensing wipers, cruise control, navigation, ventilated front seats, rear camera and interior lighting. Safety features include stability control, eight airbags, active headrests and ABS for the four-wheel-disc brakes. "
https://www.drivearabia.com/carprices/uae/bentley/bentley-continental-flying-spur/2010/,"AED 187,500 - 257,700",United Kingdom,uae,Bentley,Continental Flying Spur,2010,Luxury Large Sedan,4-door sedan,"2480 - 
    2550",6A,560,649,16.6,6,5.2,312,"The Continental Flying Spur was launched in 2006 as the 4-door version of the Continental GT. It is also their first sedan model ever to feature all-wheel drive, which is no surprise, since it uses the same platform as the unloved VW Phaeton. However, this Bentley does not skimp on luxury, with a handcrafted wood and leather interior, complete with all the requisite gadgets. Standard equipment on the Spur includes HID headlights, 19-inch alloy wheels, a tyre pressure monitoring system, cruise control, keyless entry and ignition, rain-sensing wipers, powered trunk lid and a choice of 16 colours. On the inside, one has a choice of 17 colours for the leather-appointed interior with matching carpets and seatbelts. The cabin features steering-column mounted shift paddles, sunroof with electronic sunshade, DVD navigation, six-CD changer and Bluetooth. Almost all seats feature lumbar massage, memory and heat settings. Options include a choice of three 19-inch wheel styles and a 20-inch wheel and tyre package, ceramic brakes, and the sunroof can be had with a solar panel to power ventilation fans to maintain interior temperature when parked, a full-length centre console and numerous trim choices. Convenience options include a cordless privacy handset with keypad in centre console, a rear telephone system, and a rear-view camera. The Continental Flying Spur is equipped with the full suite of passive safety equipment, including two front airbags, four side airbags and two side curtain bags. An unnoticeable facelift came in mid-2008, as well as a new Flying Spur Speed variant, adding more power, while improving performance and handling. "
https://www.drivearabia.com/carprices/uae/hyundai/hyundai-i10/2013/,"AED 10,400 - 11,200",India,uae,Hyundai,i10,2013,Mini Hatchback,5-door hatchback,1000 - 1030,5M/4A,80,114,5.3-5.6,18.9,13.0-14.0,145-155,"The Hyundai i10 received a facelift for the 2011 model year. It also gets a new 1.2-litre 4-cylinder engine with VTVT (Variable Timing and Valve Train) technology, mated to a 5-speed manual or a 4-speed automatic transmission. The no-frills base model comes with 14-inch steel wheels, air-conditioning, body-coloured bumpers, central locking, chrome radiator grille, electric power steering, front electric windows, and a stereo with six speakers. More available features include a CD player with MP3 compatibility and iPod input, dual front airbags, body-coloured door handles, body-coloured mirrors, driver's seat height adjustment, electric door mirrors, all-electric windows, front fog lights, remote locking, seatbelt reminder, 15-inch alloy wheels and anunderfloor rear luggage compartment. This is about as cheap as it gets for a decent new car in the GCC market. Although it is possible to go even cheaper, the i10 represents a good balance of modernity without the appearance of being a product for basic motoring. "
https://www.drivearabia.com/carprices/uae/geely/geely-ck/2013/,"AED 7,400 - 8,600",China,uae,Geely,CK,2013,Sub-Compact Sedan,4-door sedan,1052,5M/4A,94,128,6.3-6.8,15.9,16.0-18.0,160-165,"The CK is Geely's first offering in a few GCC markets, such as Saudi Arabia and the UAE, although it first went on sale in China a couple of years prior. The name ""CK"" somehow stands for ""Freedom Ship"" or ""Free Cruiser"" in Chinese. The CK holds the distinction of being the first Chinese automobile ever displayed at an American auto show, although it has never been allowed to be on sale there. The reasons are that it failed crash tests and emissions regulations. The small car was developed in China, but is supposedly based on a South Korean design by Daewoo. Its 1.5-litre 4-cylinder engine is licenced from Toyota. The front-wheel-drive sedan comes with either a 5-speed manual or a 4-speed automatic. Features include manual air-conditioning, remote locking, fog lamps, CD stereo, power steering, painted bumpers, power windows, intermittent wipers, 14-inch alloy wheels, cloth upholstery and more. Options include leather upholstery, ABS with electronic brake-force distribution, dual front airbags, "
https://www.drivearabia.com/carprices/uae/hyundai/hyundai-grand-i10/2019/,"AED 24,600 - 31,900",India,uae,Hyundai,Grand i10,2019,Mini Hatchback,5-door hatchback / 4-door sedan,933 - 961,5M/4A,65,90,4.5-5.0,22.2,15.5-16.5,140,"The Hyundai Grand i10 comes in both hatchback and sedan body styles. It has a longer wheelbase than the regular i10, therefore interior space is better. Features, either standard or optional, include smart key, engine start button, a rear parking assist system, AUX, IPOD, USB, Bluetooth and audio control buttons on the steering wheel. Only the hatchback model offers Electronic Stability Control and Vehicle Stability Management. A two-tone colour scheme has been applied to the instrument panel and seats. Two engine options will be available, a 3-cylinder 1.0-litre motor and 4-cylinder 1.25-litre unit. Consumers can choose between a 5-speed manual or a 4-speed automatic. "
https://www.drivearabia.com/carprices/uae/bmw/bmw-m3-convertible/2014/,"AED 142,000 - 152,300",Germany,uae,BMW,M3 Convertible,2014,Premium Compact Convertible,2-door convertible,1680,6M/7AM,420,400,12.4,8.1,4.8,250*,"The BMW M3 convertible debuted in 2008 as a sedan, coupe and convertible in the Middle East. It is powered by high revving 4.0-litre V8 engine, mated to either a 6-speed manual or a 7-speed automanual dual-clutch transmission. The M3 is the only 3-Series model with features such as electronically-variable suspension and chassis adjustments. The iDrive computer is standard, as are active steering, HID headlights, and 18-inch alloy wheels, or an optional 19-inches. The M3 gets multiple front and side airbags, stability control, ABS and great rear-wheel-drive handling characteristics. "
https://www.drivearabia.com/carprices/uae/jac/jac-j6/2018/,"AED 24,000 - 26,400",China,uae,JAC,J6,2018,Midsize Minivan,5-door minivan,1480,4A,141,165,8.0,12.5,10.5-11.5,175,"JAC J5 is the Chinese brand's 7-seater minivan offering. It features a 1.8-litre 4-cylinder engine, mated to a 4-speed automatic. Standard features include power steering, power mirrors, electric windows, central locking with keyless entry, fabric seats, manual A/C, AM/FM radio with MP3/USB/AUX support, 6 speakers, roof rails, parking sensors and alloy wheels. Optional equipment include a better stereo system with 8 speakers, fog lamps, automatic headlamps and leather seats. Standard safety features include airbags, ABS brakes and electronic brake distribution (EBD). "
https://www.drivearabia.com/carprices/uae/lexus/lexus-rc-f/2020/,"AED 260,000 - 260,800 (RC F Platinum)",Japan,uae,Lexus,RC F,2020,Premium Compact Coupe,2-door coupe,1700,8A,467,527,11.5,8.7,4.6,274*,"The Lexus RC F is the Japanese luxury brand's performance compact coupe offering. Introduced for the first time in 2015, the RC F carries on with a naturally-aspirated 5.0-litre V8 engine under the hood, mated to a 8-speed automatic transmission. Standard features include power steering, power windows, keyless entry, push-start engine, automatic dual-zone A/C, navigation, infotainment system with display screen, radio with AUX/iPod/USB/Bluetooth audio support, LED Daytime Running Lights, eight-way power-adjustable front sport seats, user-selectable drive modes, HID headlamps with headlamp washers, Lexus Display Audio and touchpad to access multimedia and climate controls. The RC F-Sport package adds Adaptive Variable Suspension, LFA-inspired digital instrumentation and 19-inch wheels. Safety features include front, side & curtain airbags, ABS brakes, traction control, blind spot monitor, lane-departure warning and dynamic cruise control. A carbon package replaces the bonnet, roof and boot with carbon-fibre body panels. "
https://www.drivearabia.com/carprices/uae/geely/geely-gc2/2016/,"AED 7,300 - 10,500",China,uae,Geely,GC2,2016,Mini Hatchback,5-door hatchback,985 - 1040,5M,85,110,5.0-5.5,20,11.5-12.0,160,Coming Soon.. 
https://www.drivearabia.com/carprices/uae/toyota/toyota-yaris-sedan/2007/,"AED 7,700 - 9,400",Japan,uae,Toyota,Yaris Sedan,2007,Sub-Compact Sedan,4-door sedan,1025 - 1057,5M/4A,86,121,6.0-6.5,16.7,12.1-14.0,165-175,"The Yaris is Toyota's replacement for the goofy Echo. But the Yaris is a much better basic transportation option than the Echo ever was. The Yaris actually looks somewhat stylish even though it is still a pudgy little car, but it offers perky performance and an interior that looks great, but is devoid of soft-touch materials. The sedan comes with a very weak 1.3-litre mated to either a five-speed manual or a four-speed auto. In 2008, an optional 1.5-litre engine was offered, bundled with a body kit. Standard items include power steering, a tilt-adjustable steering wheel, front and rear cupholders, two airbags, radio cassette player, 14-inch steel wheels, and ABS brakes. The suspension is independent in front and torsion beam in the rear. Options include a CD player with MP3 capability, a 60/40 split fold-down rear seat, 15-inch alloy wheels and a rear spoiler. "
https://www.drivearabia.com/carprices/uae/mitsubishi/mitsubishi-l200/2019/,"AED 34,600 - 54,100",Thailand,uae,Mitsubishi,L200,2019,Midsize Pickup,"2-door pickup, 4-door pickup",1695 - 1805,5M,145,219,10.0,10,11.0,180,"An all-new Mitsubishi L200 was released as a 2016 model year. It got a significant facelift in 2019. It is sold in the GCC purely as a commercial pickup. Available in two-wheel-drive form with a 2.4-litre petrol engine or a 2.5-litre turbodiesel, or in four-wheel-drive form with the diesel engine only, it is an interesting proposition on-road, and even off-road, if equipped. Only the five-speed manual is offered here. The L200 is an ideal choice for small to medium type of business application. Choices in body styles include double cab or single cab along with a variety of work and handling packages. Safety features include ventilated disc brakes at the front and drum rear brakes, and available ABS with Electronic Brakeforce Distribution, while interior features include vinyl seats and a radio cassette player. "
https://www.drivearabia.com/carprices/uae/volkswagen/volkswagen-golf-gti/2008/,"AED 18,300 - 21,200",Germany,uae,Volkswagen,Golf GTI,2008,Compact Hatchback,5-door hatchback,1328 - 1347,6M/6AM,200,280,8.0-8.1,12.5,6.9-7.2,235,"The Volkswagen Golf GTI always had a good following here, even though hatchbacks were never so popular in this region. The 4-cylinder turbocharged 2.0-litre GTI is satisfyingly fast and features a dual-clutch automanual gearbox that is still rare in any class of car that was affordable at the time. The Golf comes standard with available safety features such as front and side-curtain airbags, ABS brakes and optional ESP, alongside available convenience features like power windows and CD stereo. "
https://www.drivearabia.com/carprices/uae/toyota/toyota-yaris/2011/,"AED 12,400 - 15,100",Japan,uae,Toyota,Yaris,2011,Sub-Compact Hatchback,5-door hatchback,1025 - 1057,5M/4A,86,121,6.0-6.5,16.7,12.1-14.0,165-175,"The Yaris is Toyota's replacement for the goofy Echo. But the Yaris is a much better basic transportation option than the Echo ever was. The Yaris actually looks somewhat stylish even though it is still a pudgy little car, but it offers perky performance and an interior that looks great, but is devoid of soft-touch materials. The hatchback comes with a very weak 1.3-litre mated to either a five-speed manual or a four-speed auto. Standard items include power steering, a tilt-adjustable steering wheel, front and rear cupholders, two airbags, radio cassette player, 14-inch steel wheels, and ABS brakes. The suspension is independent in front and torsion beam in the rear. Options include a CD player with MP3 capability, a 60/40 split fold-down rear seat, 15-inch alloy wheels and a rear spoiler. "
